,Key,Count
261,https://datasets.cellxgene.cziscience.com/40aeca29-8a10-4946-a365-1b3656639fcb.rds,1
262,2097923438,1
263,https://datasets.cellxgene.cziscience.com/4871852c-bfd9-4954-9d01-9fabe90ed1fb.h5ad,1
264,2326463239,1
265,https://datasets.cellxgene.cziscience.com/4871852c-bfd9-4954-9d01-9fabe90ed1fb.rds,1
266,540477214,1
267,https://datasets.cellxgene.cziscience.com/e853e9c6-c221-4845-b23c-fb756b70a085.h5ad,1
268,650388560,1
269,https://datasets.cellxgene.cziscience.com/e853e9c6-c221-4845-b23c-fb756b70a085.rds,1
270,1663265947,1
271,https://datasets.cellxgene.cziscience.com/64da78f9-180a-47f3-89cc-9079c79d0607.h5ad,1
272,2015312737,1
273,https://datasets.cellxgene.cziscience.com/64da78f9-180a-47f3-89cc-9079c79d0607.rds,1
274,2420591499,1
275,https://datasets.cellxgene.cziscience.com/d919a12c-ee8c-450a-8a23-8bad2fd2f7b1.h5ad,1
276,2644496490,1
277,https://datasets.cellxgene.cziscience.com/d919a12c-ee8c-450a-8a23-8bad2fd2f7b1.rds,1
278,150745643,1
279,https://datasets.cellxgene.cziscience.com/4e478396-2802-4fc6-8d5c-bb5b8112d37c.h5ad,1
280,153133969,1
281,https://datasets.cellxgene.cziscience.com/4e478396-2802-4fc6-8d5c-bb5b8112d37c.rds,1
282,228903033,1
283,https://datasets.cellxgene.cziscience.com/ece5fb80-3884-4bef-91d6-2e0a7e93eb44.h5ad,1
284,309284494,1
285,https://datasets.cellxgene.cziscience.com/ece5fb80-3884-4bef-91d6-2e0a7e93eb44.rds,1
286,184747961,1
287,https://datasets.cellxgene.cziscience.com/47bb980c-9482-4aee-9558-443c04170dec.h5ad,1
288,213765125,1
289,https://datasets.cellxgene.cziscience.com/47bb980c-9482-4aee-9558-443c04170dec.rds,1
290,4776387046,1
291,https://datasets.cellxgene.cziscience.com/6c82c031-cccb-48e3-a51f-3ca97a3bc2a3.h5ad,1
292,4715698364,1
293,https://datasets.cellxgene.cziscience.com/6c82c031-cccb-48e3-a51f-3ca97a3bc2a3.rds,1
294,133882935,1
295,https://datasets.cellxgene.cziscience.com/53582009-181b-4e22-a7ad-9a7494617903.h5ad,1
296,136975975,1
297,https://datasets.cellxgene.cziscience.com/53582009-181b-4e22-a7ad-9a7494617903.rds,1
298,423156739,1
299,https://datasets.cellxgene.cziscience.com/8d3e19a6-42bd-4669-805d-3e817ddbaba8.h5ad,1
300,521415237,1
301,https://datasets.cellxgene.cziscience.com/8d3e19a6-42bd-4669-805d-3e817ddbaba8.rds,1
302,283014985,1
303,https://datasets.cellxgene.cziscience.com/4a39539c-7f86-43bb-8b36-ed14bb172f24.h5ad,1
304,296895415,1
305,https://datasets.cellxgene.cziscience.com/4a39539c-7f86-43bb-8b36-ed14bb172f24.rds,1
306,264008542,1
307,https://datasets.cellxgene.cziscience.com/8cb6ba50-06b0-44c5-8ab5-d2536768aaed.h5ad,1
308,302659508,1
309,https://datasets.cellxgene.cziscience.com/8cb6ba50-06b0-44c5-8ab5-d2536768aaed.rds,1
310,80175650,1
311,https://datasets.cellxgene.cziscience.com/b36efbec-6d7a-45b8-9d26-1a8eeaa9c8ba.h5ad,1
312,70028445,1
313,https://datasets.cellxgene.cziscience.com/b36efbec-6d7a-45b8-9d26-1a8eeaa9c8ba.rds,1
314,167277401,1
315,https://datasets.cellxgene.cziscience.com/4ff30bec-1b28-4d36-b7c2-fcb9f07919b4.h5ad,1
316,161632036,1
317,https://datasets.cellxgene.cziscience.com/4ff30bec-1b28-4d36-b7c2-fcb9f07919b4.rds,1
318,763181182,1
319,https://datasets.cellxgene.cziscience.com/c2b7df1d-d66b-405e-ad70-d13f2951b904.h5ad,1
320,819121002,1
321,https://datasets.cellxgene.cziscience.com/c2b7df1d-d66b-405e-ad70-d13f2951b904.rds,1
322,286393497,1
323,https://datasets.cellxgene.cziscience.com/7a101332-0f63-4b06-b66f-5323811a3a1a.h5ad,1
324,306912054,1
325,https://datasets.cellxgene.cziscience.com/7a101332-0f63-4b06-b66f-5323811a3a1a.rds,1
326,523518469,1
327,https://datasets.cellxgene.cziscience.com/cea90c7a-fafa-439d-8f0c-1a403dda5499.h5ad,1
328,612511675,1
329,https://datasets.cellxgene.cziscience.com/cea90c7a-fafa-439d-8f0c-1a403dda5499.rds,1
330,504566917,1
331,https://datasets.cellxgene.cziscience.com/3ca52ee2-8e5a-4d3f-8165-3458337d59a4.h5ad,1
332,548403775,1
333,https://datasets.cellxgene.cziscience.com/3ca52ee2-8e5a-4d3f-8165-3458337d59a4.rds,1
334,381036912,1
335,https://datasets.cellxgene.cziscience.com/da909c98-1dc1-4227-b329-c2e846fb8aa5.h5ad,1
336,406682665,1
337,https://datasets.cellxgene.cziscience.com/da909c98-1dc1-4227-b329-c2e846fb8aa5.rds,1
338,186004374,1
339,https://datasets.cellxgene.cziscience.com/f6998542-aa6c-4490-bb6e-cca4c5d96f92.h5ad,1
340,225973839,1
341,https://datasets.cellxgene.cziscience.com/f6998542-aa6c-4490-bb6e-cca4c5d96f92.rds,1
342,3527140224,1
343,https://datasets.cellxgene.cziscience.com/fca9f279-dfc4-463e-a723-40835fc87acd.h5ad,1
344,4276698648,1
345,https://datasets.cellxgene.cziscience.com/fca9f279-dfc4-463e-a723-40835fc87acd.rds,1
346,495184039,1
347,https://datasets.cellxgene.cziscience.com/ee4e12f8-ed9c-4dae-8a3a-ca5d7c3e2307.h5ad,1
348,567371417,1
349,https://datasets.cellxgene.cziscience.com/ee4e12f8-ed9c-4dae-8a3a-ca5d7c3e2307.rds,1
350,310664064,1
351,https://datasets.cellxgene.cziscience.com/48da3c1e-7b34-4b72-b73e-d05cbf7f7543.h5ad,1
352,335555745,1
353,https://datasets.cellxgene.cziscience.com/48da3c1e-7b34-4b72-b73e-d05cbf7f7543.rds,1
354,309152178,1
355,https://datasets.cellxgene.cziscience.com/4b2001c5-3cbf-4850-bc51-97702b784807.h5ad,1
356,357586160,1
357,https://datasets.cellxgene.cziscience.com/4b2001c5-3cbf-4850-bc51-97702b784807.rds,1
358,416449816,1
359,https://datasets.cellxgene.cziscience.com/22e78c4c-61bc-4636-8ff5-772236a8e5a5.h5ad,1
360,471660555,1
361,https://datasets.cellxgene.cziscience.com/22e78c4c-61bc-4636-8ff5-772236a8e5a5.rds,1
362,528671673,1
363,https://datasets.cellxgene.cziscience.com/391ed61b-bd83-4308-bd9e-ae0b09ab1ffa.h5ad,1
364,574901960,1
365,https://datasets.cellxgene.cziscience.com/391ed61b-bd83-4308-bd9e-ae0b09ab1ffa.rds,1
366,32951162173,1
367,https://datasets.cellxgene.cziscience.com/a5463d8f-07df-4870-8cae-bc504de762c8.h5ad,1
368,1346281156,1
369,https://datasets.cellxgene.cziscience.com/5ab73b7e-acc7-414b-b736-01617bef81a7.h5ad,1
370,1687862247,1
371,https://datasets.cellxgene.cziscience.com/5ab73b7e-acc7-414b-b736-01617bef81a7.rds,1
372,389158712,1
373,https://datasets.cellxgene.cziscience.com/6323dc85-7d67-4640-a407-c9724877f412.h5ad,1
374,411749607,1
375,https://datasets.cellxgene.cziscience.com/6323dc85-7d67-4640-a407-c9724877f412.rds,1
376,99013363,1
377,https://datasets.cellxgene.cziscience.com/35f9d82e-f94e-430e-b40e-6ec1964d3f99.h5ad,1
378,91020696,1
379,https://datasets.cellxgene.cziscience.com/35f9d82e-f94e-430e-b40e-6ec1964d3f99.rds,1
380,574810973,1
381,https://datasets.cellxgene.cziscience.com/b23d607c-4aff-4918-97d8-d181c494890e.h5ad,1
382,661976745,1
383,https://datasets.cellxgene.cziscience.com/b23d607c-4aff-4918-97d8-d181c494890e.rds,1
384,330827659,1
385,https://datasets.cellxgene.cziscience.com/fa820927-923b-4a90-86a1-7ce0b6b4335f.h5ad,1
386,362192196,1
387,https://datasets.cellxgene.cziscience.com/fa820927-923b-4a90-86a1-7ce0b6b4335f.rds,1
388,241774916,1
389,https://datasets.cellxgene.cziscience.com/21eab053-49ff-43ef-9e67-3269ae586eb5.h5ad,1
390,255656110,1
391,https://datasets.cellxgene.cziscience.com/21eab053-49ff-43ef-9e67-3269ae586eb5.rds,1
392,411202108,1
393,https://datasets.cellxgene.cziscience.com/46b8067b-158c-44da-805f-54b8c82ad4e1.h5ad,1
394,447213042,1
395,https://datasets.cellxgene.cziscience.com/46b8067b-158c-44da-805f-54b8c82ad4e1.rds,1
396,511226367,1
397,https://datasets.cellxgene.cziscience.com/9287f4c4-3764-4d33-a905-0a9bdbc064e2.h5ad,1
398,568237417,1
399,https://datasets.cellxgene.cziscience.com/9287f4c4-3764-4d33-a905-0a9bdbc064e2.rds,1
400,1300262040,1
401,https://datasets.cellxgene.cziscience.com/f8be7a40-e3cc-46a4-bb91-fdc01216c9f7.h5ad,1
402,1745151284,1
403,https://datasets.cellxgene.cziscience.com/f8be7a40-e3cc-46a4-bb91-fdc01216c9f7.rds,1
404,510750585,1
405,https://datasets.cellxgene.cziscience.com/abb33669-3610-4cce-ae94-07f06b99a099.h5ad,1
406,609597188,1
407,https://datasets.cellxgene.cziscience.com/abb33669-3610-4cce-ae94-07f06b99a099.rds,1
408,132461531,1
409,https://datasets.cellxgene.cziscience.com/ce8d18da-df95-45dc-b836-52418b684453.h5ad,1
410,126629581,1
411,https://datasets.cellxgene.cziscience.com/ce8d18da-df95-45dc-b836-52418b684453.rds,1
412,414673695,1
413,https://datasets.cellxgene.cziscience.com/0c9349c9-662c-40e8-a9e9-c273f0b1ef97.h5ad,1
414,451856616,1
415,https://datasets.cellxgene.cziscience.com/0c9349c9-662c-40e8-a9e9-c273f0b1ef97.rds,1
416,unknown,1271
417,382929972,1
418,https://datasets.cellxgene.cziscience.com/e37599a6-7ac8-4440-b19c-d6f585b15ea1.h5ad,1
419,417313598,1
420,https://datasets.cellxgene.cziscience.com/e37599a6-7ac8-4440-b19c-d6f585b15ea1.rds,1
421,361906940,1
422,https://datasets.cellxgene.cziscience.com/e9bb68d5-eb52-4bb6-9ebb-09a5e47713ef.h5ad,1
423,341498956,1
424,https://datasets.cellxgene.cziscience.com/e9bb68d5-eb52-4bb6-9ebb-09a5e47713ef.rds,1
425,502941663,1
426,https://datasets.cellxgene.cziscience.com/4fd62107-01a2-4e3f-a374-874a2078c30c.h5ad,1
427,591203972,1
428,https://datasets.cellxgene.cziscience.com/4fd62107-01a2-4e3f-a374-874a2078c30c.rds,1
429,48680900,1
430,https://datasets.cellxgene.cziscience.com/f64793eb-6f1c-42d7-9f84-408dd8ee088a.h5ad,1
431,41972188,1
432,https://datasets.cellxgene.cziscience.com/f64793eb-6f1c-42d7-9f84-408dd8ee088a.rds,1
433,756877535,1
434,https://datasets.cellxgene.cziscience.com/7fa82582-74e1-47c5-87bd-b20a62c540ee.h5ad,1
435,896402170,1
436,https://datasets.cellxgene.cziscience.com/7fa82582-74e1-47c5-87bd-b20a62c540ee.rds,1
437,358398703,1
438,https://datasets.cellxgene.cziscience.com/6d6e05c1-776a-44eb-a091-40f1e8e72caa.h5ad,1
439,409620352,1
440,https://datasets.cellxgene.cziscience.com/6d6e05c1-776a-44eb-a091-40f1e8e72caa.rds,1
441,203467447,1
442,https://datasets.cellxgene.cziscience.com/28e8fc05-977f-4dae-bb6c-e7c1f3f8f8e0.h5ad,1
443,220084834,1
444,https://datasets.cellxgene.cziscience.com/28e8fc05-977f-4dae-bb6c-e7c1f3f8f8e0.rds,1
445,438743633,1
446,https://datasets.cellxgene.cziscience.com/8e1efac6-607d-4061-b703-e9512d0fe618.h5ad,1
447,493001484,1
448,https://datasets.cellxgene.cziscience.com/8e1efac6-607d-4061-b703-e9512d0fe618.rds,1
449,335306667,1
450,https://datasets.cellxgene.cziscience.com/9fa7380e-86fe-4ea7-9032-d78e4882a197.h5ad,1
451,372632764,1
452,https://datasets.cellxgene.cziscience.com/9fa7380e-86fe-4ea7-9032-d78e4882a197.rds,1
453,385614258,1
454,https://datasets.cellxgene.cziscience.com/eaa3e9f8-5109-4f30-9ca5-939c70c4c5f5.h5ad,1
455,472791920,1
456,https://datasets.cellxgene.cziscience.com/eaa3e9f8-5109-4f30-9ca5-939c70c4c5f5.rds,1
457,295807423,1
458,https://datasets.cellxgene.cziscience.com/b7962f34-0088-424a-96b1-4e4d3265e9e4.h5ad,1
459,352444632,1
460,https://datasets.cellxgene.cziscience.com/b7962f34-0088-424a-96b1-4e4d3265e9e4.rds,1
461,272769580,1
462,https://datasets.cellxgene.cziscience.com/dda1f712-bac1-4b00-b1b7-af13fa39775a.h5ad,1
463,333221891,1
464,https://datasets.cellxgene.cziscience.com/dda1f712-bac1-4b00-b1b7-af13fa39775a.rds,1
465,314581543,1
466,https://datasets.cellxgene.cziscience.com/9bf598bc-6097-4160-9bdd-50ec686d21fb.h5ad,1
467,382794476,1
468,https://datasets.cellxgene.cziscience.com/9bf598bc-6097-4160-9bdd-50ec686d21fb.rds,1
469,500913848,1
470,https://datasets.cellxgene.cziscience.com/e1d1bd84-4bfc-4e23-a0ee-0b7e32927dcd.h5ad,1
471,573409124,1
472,https://datasets.cellxgene.cziscience.com/e1d1bd84-4bfc-4e23-a0ee-0b7e32927dcd.rds,1
473,51410602,1
474,https://datasets.cellxgene.cziscience.com/0499989e-6bec-473a-a1e5-45ede7bc1bcb.h5ad,1
475,43267359,1
476,https://datasets.cellxgene.cziscience.com/0499989e-6bec-473a-a1e5-45ede7bc1bcb.rds,1
477,417494152,1
478,https://datasets.cellxgene.cziscience.com/fd10a258-95b2-4bee-9127-7cc43b106c3b.h5ad,1
479,429708430,1
480,https://datasets.cellxgene.cziscience.com/fd10a258-95b2-4bee-9127-7cc43b106c3b.rds,1
481,731439139,1
482,https://datasets.cellxgene.cziscience.com/aa1f4b5e-17e6-46f4-8c9a-f8e2ee0f039f.h5ad,1
483,909009588,1
484,https://datasets.cellxgene.cziscience.com/aa1f4b5e-17e6-46f4-8c9a-f8e2ee0f039f.rds,1
485,451870972,1
486,https://datasets.cellxgene.cziscience.com/a48ed83c-7db8-4419-82f1-7100aefb3cfe.h5ad,1
487,490734758,1
488,https://datasets.cellxgene.cziscience.com/a48ed83c-7db8-4419-82f1-7100aefb3cfe.rds,1
489,57171222,1
490,https://datasets.cellxgene.cziscience.com/dd57eebc-496d-40f4-9634-059b8b2d9085.h5ad,1
491,49464088,1
492,https://datasets.cellxgene.cziscience.com/dd57eebc-496d-40f4-9634-059b8b2d9085.rds,1
493,289953387,1
494,https://datasets.cellxgene.cziscience.com/e578d6fe-215a-4123-9350-030da4a83457.h5ad,1
495,343785072,1
496,https://datasets.cellxgene.cziscience.com/e578d6fe-215a-4123-9350-030da4a83457.rds,1
497,438739991,1
498,https://datasets.cellxgene.cziscience.com/db5392a6-8e1e-4ca7-8dd9-137c536f11d8.h5ad,1
499,438124662,1
500,https://datasets.cellxgene.cziscience.com/db5392a6-8e1e-4ca7-8dd9-137c536f11d8.rds,1
501,410903304,1
502,https://datasets.cellxgene.cziscience.com/fa257fe4-180b-424e-8e33-480ac7a53ddc.h5ad,1
503,447075492,1
504,https://datasets.cellxgene.cziscience.com/fa257fe4-180b-424e-8e33-480ac7a53ddc.rds,1
505,336070428,1
506,https://datasets.cellxgene.cziscience.com/3078e28f-6890-4b19-a73f-12aca6b7d36d.h5ad,1
507,360844746,1
508,https://datasets.cellxgene.cziscience.com/3078e28f-6890-4b19-a73f-12aca6b7d36d.rds,1
509,39992320,1
510,https://datasets.cellxgene.cziscience.com/fa7725ce-2b20-4307-a575-58b7cea7867e.h5ad,1
511,33038106,1
512,https://datasets.cellxgene.cziscience.com/fa7725ce-2b20-4307-a575-58b7cea7867e.rds,1
513,474916222,1
514,https://datasets.cellxgene.cziscience.com/31a2795a-2a4c-4c36-9914-e69792719e31.h5ad,1
515,576131928,1
516,https://datasets.cellxgene.cziscience.com/31a2795a-2a4c-4c36-9914-e69792719e31.rds,1
517,411474486,1
518,https://datasets.cellxgene.cziscience.com/5bf5d239-6699-4df5-a9cf-406f533fc178.h5ad,1
