,Key,Count
65,"This dataset comprises 18 infant KMT2A-r B-cell acute lymphoblastic leukemia (B-ALL) samples and 5 samples from healthy bone marrow donors. We sequenced a total 128588 cells from 18 patients and 33,824 cells from healthy donors (total: 162,412). We utilized this dataset to investigate age-specific differences and identify the key drivers response for the adverse clinical outcomes in infant KMT2A-r B-ALL.",1
66,10.1182/blood.2021013442,1
67,"HTAN-CHOP - Single-cell multiomics reveals increased plasticity, resistant populations, and stem-cell–like blasts in KMT2A-rearranged leukemia",1
68,2023-10-18T17:05:47.100201+00:00,1
69,2023-12-13T20:50:33.391597+00:00,1
70,2d2e2acd-dade-489f-a2da-6c11aa654028,1
71,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,1
72,6b6be7d0-4780-4cc2-a2c9-5c0e51ac1cd6,1
73,Wellcome HCA Strategic Science Support,24
74,e.rawlins@gurdon.cam.ac.uk,1
75,Emma L. Rawlins,1
76,2023-12-12T06:53:19.872532+00:00,1
77,Batuhan Cakir,27
78,"We present a multiomic cell atlas of human lung development that combines single-cell RNA and ATAC sequencing, high-throughput spatial transcriptomics, and single-cell imaging. Coupling single-cell methods with spatial analysis has allowed a comprehensive cellular survey of the epithelial, mesenchymal, endothelial, and erythrocyte/leukocyte compartments from 5–22 post-conception weeks. We identify previously uncharacterized cell states in all compartments. These include developmental-specific secretory progenitors and a subtype of neuroendocrine cell related to human small cell lung cancer. Our datasets are available through our web interface (https://lungcellatlas.org). To illustrate its general utility, we use our cell atlas to generate predictions about cell-cell signaling and transcription factor hierarchies which we rigorously test using organoid models.",1
79,10.1016/j.cell.2022.11.005,1
80,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,1
81,2022-08-25T19:32:15.686036+00:00,1
82,2023-12-13T20:50:52.326537+00:00,1
83,fe0e718d-2ee9-42cc-894b-0b490f437dfd,1
84,https://cellxgene.cziscience.com/collections/fe0e718d-2ee9-42cc-894b-0b490f437dfd,1
85,0f6c4066-416f-45b3-acae-c568cb6c34b2,1
86,erosen@bidmc.harvard.edu,1
87,Evan D. Rosen,1
88,2023-11-30T22:48:13.574311+00:00,1
89,Brian J Mott,2
90,"White adipose tissue (WAT), once regarded as morphologically and functionally bland, is now recognized to be dynamic, plastic, heterogenous, and involved in a wide array of biological processes including energy homeostasis, glucose and lipid handling, blood pressure control, and host defense.  High fat feeding and other metabolic stressors cause dramatic changes in adipose morphology, physiology, and cellular composition, and alterations in adiposity are associated with insulin resistance, dyslipidemia, and Type 2 diabetes (T2D). Here we provide detailed cellular atlases of human and murine subcutaneous and visceral white fat at single cell resolution across a range of body weight.  We identify subpopulations of adipocytes, adipose stem and progenitor cells (ASPCs), vascular, and immune cells and demonstrate commonalities and differences across species and dietary conditions.  We link specific cell types to increased risk of metabolic disease, and we provide an initial blueprint for a comprehensive set of interactions between individual cell types in the adipose niche in leanness and obesity.  These data comprise a extensive resource for the exploration of genes, traits, and cell types in the function of WAT across species, depots, and nutritional conditions.",1
91,10.1038/s41586-022-04518-2,1
92,A single-cell atlas of human and mouse white adipose tissue,1
93,2024-01-17T17:27:41.013128+00:00,1
94,64b24fda-6591-4ce1-89e7-33eb6c43ad7b,1
95,https://cellxgene.cziscience.com/collections/64b24fda-6591-4ce1-89e7-33eb6c43ad7b,1
96,e414854b-2666-4977-91ff-853641fbb762,1
97,magness@med.unc.edu,1
98,Scott T Magness,1
99,2023-12-12T09:25:55.676861+00:00,1
100,"Single-cell transcriptomics offer unprecedented resolution of tissue function at the cellular level, yet studies analyzing healthy adult human small intestine and colon are sparse. Here, we present single-cell transcriptomics covering the duodenum, jejunum, ileum, and ascending, transverse, and descending colon from 3 humans. Our study identifies novel lineage marker genes; covers regional differences; shows important differences between mouse and human gut epithelium; and reveals insight into how the epithelium responds to the environment and drugs. This comprehensive cell atlas of the healthy adult human intestinal epithelium resolves likely functional differences across anatomical regions along the gastrointestinal tract and advances our understanding of human intestinal physiology.",1
101,10.1016/j.jcmgh.2022.02.007,1
102,A proximal-to-distal survey of healthy adult human small intestine and colon epithelium by single-cell transcriptomics,1
103,2023-01-05T16:24:52.988989+00:00,1
104,2023-12-13T20:51:12.118693+00:00,1
105,eb735cc9-d0a7-48fa-b255-db726bf365af,1
106,https://cellxgene.cziscience.com/collections/eb735cc9-d0a7-48fa-b255-db726bf365af,1
107,47d98976-a91e-463c-8b84-52a74f5d5ad4,1
108,rv4@sanger.ac.uk,5
109,Roser Vento-Tormo,5
110,2023-12-12T04:37:21.720654+00:00,1
111,"Human blood samples were obtained from a cohort of patients under SARS-CoV-2 infection with pre-existing immunological condition, including patients with autoimmune diseases such as rheumatoid arthritis (RA), psoriasis (Ps), Sjogren syndrome (Sj), eosinophilic granulomatosis with polyangiitis (EGPA) and multiple sclerosis (MS). Immunodeficient patients consisted in individuals diagnosed with common variable immunodeficiency (CVID), missing IgA and IgM isotypes and displaying missing or reduced IgG, as well as one individual with lymphopenia and another with bone marrow failure of unknown origin. In some cases, PBMCs samples before, during and after SARS-CoV-2 infection were collected from the same individual (CVID patient 1 and CVID patient 2). For some individuals, nasal swab samples were also collected in parallel with the PBMC sample. For nasal sample collection, the swab was gently inserted along the nasal septum, just above the floor of the nasal passage, to the nasopharynx, until resistance was felt and then the swab was rotated 5 times. The patients were previously diagnosed according to European Society for Immunodeficiencies (ESID) criteria and established criteria for autoimmune diseases (Perricone and Valesini, 2014). They were collected at Hospital La Paz, Hospital La Princesa, Hospital Vall d’Hebron, Hospital Can Ruti and Hospital Bellvitge (Spain), and Medical Center-University of Freiburg (Germany). All donors received oral and written information about the possibility that their blood and nasal biopsies would be used for research purposes, and any questions that arose were then answered. Before giving their first sample the donors signed a consent form approved by the Ethics Committee at their corresponding hospitals, which adhered to the principles set out in the WMA Declaration of Helsinki.",1
112,10.1101/2020.11.20.20227355,2
113,Sampling peripheral blood and matched nasal swabs from donors with prior immunodeficiencies and autoimmune conditions infected with SARS-CoV-2,1
114,2022-03-31T09:12:27.995264+00:00,1
115,2023-12-13T20:51:02.493156+00:00,1
116,71f4bccf-53d4-4c12-9e80-e73bfb89e398,1
117,https://cellxgene.cziscience.com/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398,1
118,9f483a1d-f999-490a-bf76-eb726be90e21,1
119,kevinmbyrd@gmail.com,1
120,Kevin Matthew Byrd,1
121,2024-02-13T15:37:58.182135+00:00,1
122,"Using four publicly available datasets of healthy, gingivitis, and periodontitis tissue samples from humans, we created the first draft of an integrated single cell periodontitis atlas.",1
123,10.1101/2023.08.23.554343,1
124,An Integrated Single Cell Atlas of Human Periodontitis,1
125,2023-09-28T17:01:41.671565+00:00,1
126,2023-12-13T20:51:11.933416+00:00,1
127,9b02383a-9358-4f0f-9795-a891ec523bcc,1
128,https://cellxgene.cziscience.com/collections/9b02383a-9358-4f0f-9795-a891ec523bcc,1
129,06fab4e4-5fe3-47a1-b758-bd28d0462412,1
130,parkerw@wustl.edu,2
131,Parker Wilson,1
132,2023-12-12T09:05:51.900960+00:00,1
133,"In this study, single nucleus ATAC (snATAC-seq) and RNA (snRNA-seq) sequencing was performed to generate paired (5 donors), cell-type-specific chromatin accessibility and transcriptional profiles of the adult human kidney. The integration of single cell transcriptome and chromatin accessibility datasets enables a deeper understanding of cell heterogeneity.",1
134,10.1038/s41467-021-22368-w,1
135,Single cell transcriptional and chromatin accessibility profiling redefine cellular heterogeneity in the adult human kidney,1
136,2021-02-25T19:02:14.270192+00:00,1
137,2023-12-13T20:51:04.395657+00:00,1
138,2f4c738f-e2f3-4553-9db2-0582a38ea4dc,1
139,https://cellxgene.cziscience.com/collections/2f4c738f-e2f3-4553-9db2-0582a38ea4dc,1
140,b618b344-a024-476d-a4c4-94339bf25aa6,1
141,hc.boi@aksor.dnotob,1
142,Botond Roska,1
143,2023-12-12T02:15:13.006483+00:00,1
144,"Human organoids recapitulating the cell-type diversity and function of their target organ are valuable for basic and translational research. We developed light-sensitive human retinal organoids with multiple nuclear and synaptic layers and functional synapses. We sequenced the RNA of 285,441 single cells from these organoids at seven developmental time points and from the periphery, fovea, pigment epithelium and choroid of light-responsive adult human retinas, and performed histochemistry. Cell types in organoids matured in vitro to a stable “developed” state at a rate similar to human retina development in vivo. Transcriptomes of organoid cell types converged toward the transcriptomes of adult peripheral retinal cell types. Expression of disease-associated genes was cell-type-specific in adult retina, and cell-type specificity was retained in organoids. We implicate unexpected cell types in diseases such as macular degeneration. This resource identifies cellular targets for studying disease mechanisms in organoids and for targeted repair in human retinas.",1
145,10.1016/j.cell.2020.08.013,1
146,Cell Types of the Human Retina and Its Organoids at Single-Cell Resolution,1
147,2022-06-20T09:32:20.380065+00:00,1
148,2023-12-13T20:50:42.053525+00:00,1
149,28e9d721-6816-48a2-8d0b-43bf0b0c0ebc,1
150,https://cellxgene.cziscience.com/collections/28e9d721-6816-48a2-8d0b-43bf0b0c0ebc,1
151,69d1f647-8004-4d35-93ac-31c40fff11aa,1
152,Tom_Mariani@urmc.rochester.edu,1
153,Thomas J. Mariani,1
154,2021-11-04T19:34:42.015040+00:00,1
155,Jason Hilton,36
156,"Single cell RNA sequencing generated transcriptional profiles of 5500 cells obtained from two one-day old human lungs from the LungMAP Human Tissue Core Biorepository at the University of Rochester. Frozen single cell isolates were captured, and library preparation was completed on the Chromium 10X system. Data was analyzed in Seurat, and cellular annotation was performed using the ToppGene functional analysis tool.",1
157,10.1101/2020.06.16.156042,1
158,Single cell transcriptomic profiling identifies molecular phenotypes of newborn human lung cells,1
159,2024-01-05T19:15:01.181280+00:00,1
160,31937775-0602-4e52-a799-b6acdd2bac2e,1
161,https://cellxgene.cziscience.com/collections/31937775-0602-4e52-a799-b6acdd2bac2e,1
162,0343fc2d-f8f9-4115-8421-72130aeed2e6,1
163,weallen@fas.harvard.edu,1
164,William E Allen,1
165,2023-12-12T09:30:03.928733+00:00,1
166,"The diversity and complex organization of cells in the brain have hindered systematic characterization of age-related changes in its cellular and molecular architecture, limiting our ability to understand the mechanisms underlying its functional decline during aging. Here, we generated a high-resolution cell atlas of brain aging within the frontal cortex and striatum using spatially resolved single-cell transcriptomics and quantified changes in gene expression and spatial organization of major cell types in these regions over the mouse lifespan. We observed substantially more pronounced changes in cell state, gene expression, and spatial organization of non-neuronal cells over neurons. Our data revealed molecular and spatial signatures of glial and immune cell activation during aging, particularly enriched in the subcortical white matter, and identified both similarities and notable differences in cell-activation patterns induced by aging and systemic inflammatory challenge. These results provide critical insights into age-related decline and inflammation in the brain.",1
167,10.1016/j.cell.2022.12.010,1
168,Molecular and spatial signatures of mouse brain aging at single-cell resolution,1
169,2023-01-04T17:37:13.350119+00:00,1
170,2023-12-13T20:51:05.772132+00:00,1
171,d5cad3f0-56b6-4fbe-8f2b-be92a8c7820f,1
172,https://cellxgene.cziscience.com/collections/d5cad3f0-56b6-4fbe-8f2b-be92a8c7820f,1
173,37099948-936e-4bdc-bef9-51a728ec2b2e,1
174,pcamara@pennmedicine.upenn.edu,1
175,Pablo G. Camara,1
176,2023-12-12T05:15:14.329969+00:00,1
177,"The thalamus is the principal information hub of the vertebrate brain, with essential roles in sensory and motor information processing, attention, and memory. The complex array of thalamic nuclei develops from a restricted pool of neural progenitors. We apply longitudinal single-cell RNA-sequencing and regional abrogation of Sonic hedgehog (Shh) to map the developmental trajectories of thalamic progenitors, intermediate progenitors, and post-mitotic neurons as they coalesce into distinct thalamic nuclei. These data reveal that the complex architecture of the thalamus is established early during embryonic brain development through the coordinated action of four cell differentiation lineages derived from Shh-dependent and independent progenitors. We systematically characterize the gene expression programs that define these thalamic lineages across time and demonstrate how their disruption upon Shh depletion causes pronounced locomotor impairment resembling infantile Parkinson’s disease. These results reveal key principles of thalamic development and provide mechanistic insights into neurodevelopmental disorders resulting from thalamic dysfunction.",1
178,10.1101/2022.02.18.481097,1
179,Developmental trajectories of thalamic nuclei revealed by single-cell transcriptome profiling and Shh perturbation,1
180,2022-10-24T02:39:10.768693+00:00,1
181,2023-12-13T20:50:56.143997+00:00,1
182,b0cf0afa-ec40-4d65-b570-ed4ceacc6813,1
183,https://cellxgene.cziscience.com/collections/b0cf0afa-ec40-4d65-b570-ed4ceacc6813,1
184,0e0e8cf9-a41f-43c1-b46b-eb3350896732,1
185,rsatija@nygenome.org,2
186,Rahul Satija,2
187,2023-12-12T02:17:17.226947+00:00,1
188,"The simultaneous measurement of multiple modalities represents an exciting frontier for single-cell genomics and necessitates computational methods that can define cellular states based on multimodal data. Here, we introduce “weighted-nearest neighbor” analysis, an unsupervised framework to learn the relative utility of each data type in each cell, enabling an integrative analysis of multiple modalities. We apply our procedure to a CITE-seq dataset of 211,000 human peripheral blood mononuclear cells (PBMCs) with panels extending to 228 antibodies to construct a multimodal reference atlas of the circulating immune system. Multimodal analysis substantially improves our ability to resolve cell states, allowing us to identify and validate previously unreported lymphoid subpopulations. Moreover, we demonstrate how to leverage this reference to rapidly map new datasets and to interpret immune responses to vaccination and coronavirus disease 2019 (COVID-19). Our approach represents a broadly applicable strategy to analyze single-cell multimodal datasets and to look beyond the transcriptome toward a unified and multimodal definition of cellular identity.",1
189,10.1016/j.cell.2021.04.048,1
190,Integrated analysis of multimodal single-cell data,1
191,2022-07-15T22:44:47.777595+00:00,1
192,2023-12-13T20:50:43.800178+00:00,1
193,a3c37598-b8e8-47db-92a9-eb91a77c9529,1
194,https://cellxgene.cziscience.com/collections/a3c37598-b8e8-47db-92a9-eb91a77c9529,1
195,0c1ba227-f477-4eeb-90a6-a29205ff8d38,1
196,Allen Institute for Brain Science,12
197,hongkuiz@alleninstitute.org,2
198,Hongkui Zeng,2
199,2023-12-12T10:59:39.849533+00:00,1
200,"Nervous systems are composed of various cell types, but the extent of cell type diversity is poorly understood. We constructed a cellular taxonomy of one cortical region, primary visual cortex, in adult mice on the basis of single-cell RNA sequencing. We identified 49 transcriptomic cell types, including 23 GABAergic, 19 glutamatergic and 7 non-neuronal types. We also analyzed cell type–specific mRNA processing and characterized genetic access to these transcriptomic types by many transgenic Cre lines. Finally, we found that some of our transcriptomic cell types displayed specific and differential electrophysiological and axon projection properties, thereby confirming that the single-cell transcriptomic signatures can be associated with specific cellular properties.",1
201,10.1038/nn.4216,1
202,Adult mouse cortical cell taxonomy revealed by single cell transcriptomics,1
203,2021-03-08T22:28:16.937929+00:00,1
204,2023-12-13T20:51:15.353519+00:00,1
205,fc77d2ae-247d-44d7-aa24-3f4859254c2c,1
206,https://cellxgene.cziscience.com/collections/fc77d2ae-247d-44d7-aa24-3f4859254c2c,1
207,ad14986b-1bfa-4dd4-bdce-b767d5b4bcb0,1
208,qianyi.ma@umich.edu,1
209,Qianyi Ma,1
210,2023-12-12T03:49:01.435761+00:00,1
211,"Fallopian tube (FT) homeostasis requires dynamic regulation of heterogeneous cell populations and is disrupted in infertility and ovarian cancer. Here we applied single-cell RNA-seq to profile 59,738 FT cells from 4 healthy pre-menopausal subjects. The resulting cell atlas contains 12 major cell types representing epithelial, stromal and immune compartments. Re-clustering of epithelial cells identified 4 ciliated and 6 non-ciliated secretory epithelial subtypes, two of which represent potential progenitor pools: one leading to mature secretory cells, while the other contributing to either ciliated cells or one of the stromal cell types. To understand how FT cell numbers and states change in a disease state, we analyzed 17,798 cells from two hydrosalpinx samples and observed shifts in epithelial and stromal populations, and cell type-specific changes in extracellular matrix and TGF-β signaling, underscoring fibrosis pathophysiology. This resource is expected to facilitate future studies to understand fallopian tube homeostasis in normal development and disease.",1
212,10.1101/2021.09.16.460628,1
213,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq,1
214,2022-01-24T16:58:54.202740+00:00,1
215,2023-12-13T20:51:03.200780+00:00,1
216,efd94500-1fdc-4e28-9e9f-a309d0154e21,1
217,https://cellxgene.cziscience.com/collections/efd94500-1fdc-4e28-9e9f-a309d0154e21,1
218,83af3a23-d6ce-4b5d-948a-8f403721e3ab,1
219,roses3@mskcc.org,1
220,Samuel A Rose,1
221,2023-12-12T11:18:43.318039+00:00,1
222,"As part of the HTAN consortium, lung cancer samples were collected and single cell RNA-seq was performed.  These samples were used to assess the presence of Tregs in each patient sample and how that related to the usage of mRNA expression factors (derived using scHPF) in the myeloid, fibroblast, and endothelial lineage. In human samples, lower levels of Tregs were associated with inflammatory and VEGF signaling gene programs that were identified in a mouse model of lung adenocarcinoma after Treg depletion.",1
223,10.1038/s41590-023-01504-2,1
224,HTAN MSK - Transcriptional connectivity of regulatory T cells in the tumor microenvironment informs novel combination cancer therapy strategies,1
225,2023-05-01T21:27:56.145820+00:00,1
226,2023-12-13T20:51:05.603684+00:00,1
227,51544e44-293b-4c2b-8c26-560678423380,1
228,https://cellxgene.cziscience.com/collections/51544e44-293b-4c2b-8c26-560678423380,1
229,66762210-3593-425c-870c-ee1a3c3529d8,1
230,Human Pancreas Analysis Program (HPAP),1
231,vahedi@pennmedicine.upenn.edu,1
232,"Golnaz Vahedi, Ph.D.",1
233,2023-12-12T05:13:41.751087+00:00,1
234,"Type 1 diabetes (T1D) is an autoimmune disease of only partially defined etiology in which immune cells destroy insulin-producing beta cells. Using single-cell transcriptomics and an advanced analytical strategy to assess pancreatic islets of T1D, autoantibody-positive, and non-diabetic organ donors, we identified both canonical cell types and rare insulin-expressing cells with a hybrid mixture of endocrine and exocrine gene signatures within all donors. We further found elevated expression of MHC Class II pathway genes in exocrine ductal cells of T1D donors, which we confirmed through CyTOF, in situ imaging mass cytometry, and immunofluorescence analysis. Taken together, our multimodal analyses identify novel cell types and processes that may contribute to T1D immunopathogenesis and provide new cellular and molecular insights into human pancreas function.",1
235,10.1038/s42255-022-00531-x,1
236,Multiomics single-cell analysis of human pancreatic islets reveals novel cellular states in health and type 1 diabetes,1
237,2021-03-12T22:50:12.897871+00:00,1
238,2023-12-13T20:51:02.662916+00:00,1
239,2a79d190-a41e-4408-88c8-ac5c4d03c0fc,1
240,https://cellxgene.cziscience.com/collections/2a79d190-a41e-4408-88c8-ac5c4d03c0fc,1
241,6f2703f4-485e-4e77-a03c-bcae6aeb8f4f,1
242,neal.ravindra@yale.edu,1
243,Neal G. Ravindra,1
244,2023-12-12T06:13:13.822556+00:00,1
245,Single-cell RNA sequencing of experimentally infected human bronchial epithelial cells (HBECs) in air-liquid interface cultures over a time-course.,1
246,10.1371/journal.pbio.3001143,1
247,Single-cell longitudinal analysis of SARS-CoV-2 infection in human bronchial epithelial cells,1
248,2020-08-26T23:15:50.029069+00:00,1
249,2023-12-13T20:51:05.299061+00:00,1
250,6e067060-f7e4-466c-86f3-ec3dd33c0381,1
251,https://cellxgene.cziscience.com/collections/6e067060-f7e4-466c-86f3-ec3dd33c0381,1
252,4a08e239-eaf0-4c46-bd51-6be6f6eccb8c,1
253,William.Zacharias@cchmc.org,1
254,William Zacharias,1
255,2023-12-12T05:41:17.371085+00:00,1
256,"Malformations of or injuries to the developing lung are associated with perinatal morbidity and mortality with lifelong consequences for subsequent pulmonary health. One fetal exposure linked with poor health outcomes is chorioamnionitis, which impacts up to 25-40% of preterm births. Severe chorioamnionitis with prematurity is associated with significantly increased risk of pulmonary disease and secondary infections in childhood, suggesting that fetal inflammation may significantly alter developmental ontogeny of the lung. To test this hypothesis, we used intra-amniotic lipopolysaccharide (LPS, endotoxin) to generate experimental chorioamnionitis in prenatal Rhesus macaque (Macaca mulatta), a model which shares critical structural and temporal aspects of human lung development. Inflammatory injury directly disrupts the developing gas exchange surface of the primate lung, with extensive damage to alveolar structure, particularly the close association and coordinated differentiation of alveolar type 1 pneumocytes and specialized alveolar capillary endothelium. Single cell RNA sequencing analysis defined a multicellular alveolar signaling niche driving alveologenesis which was extensively disrupted by perinatal inflammation, leading to loss of gas exchange surface and alveolar simplification similar to that found in chronic lung disease of newborns. Blockade of IL1b and TNFa ameliorated endotoxin-induced inflammatory lung injury by blunting stromal response to inflammation and modulating innate immune activation in myeloid cells, restoring structural integrity and key signaling networks in the developing alveolus. These data provide new insight into the pathophysiology of developmental lung injury and suggest that modulating inflammation is a promising therapeutic approach to prevent fetal consequences of chorioamnionitis.",1
257,10.1126/scitranslmed.abl8574,1
258,Inflammatory blockade prevents injury to the developing pulmonary gas exchange surface in preterm primates,1
259,2022-02-23T22:02:47.143813+00:00,1
260,2023-12-13T20:51:01.690265+00:00,1
261,a48f5033-3438-4550-8574-cdff3263fdfd,1
262,https://cellxgene.cziscience.com/collections/a48f5033-3438-4550-8574-cdff3263fdfd,1
263,d83be35f-4c04-486b-86c7-b28180e415d3,1
264,ken.s.lau@vanderbilt.edu,1
265,Ken Lau,1
266,2023-12-12T11:35:04.913856+00:00,1
267,"Study data consisted of two sets of human colon tumor specimens collected approximately 1 year apart, the Discovery (DIS) set and the Validation (VAL) set. DIS consisted of 65 specimens analyzed including 30 tumors; VAL consisted of 63 specimens analyzed including 32 tumors . Overall, there are 128 independent scRNA-seq datasets on 62 tumors. 70,691 cells from DIS and 71,374 cells from VAL (total: 142,065) were retained after filtering for high-quality barcodes using dropkick. In addition, 7051 cells high-quality cells from seven (two MSI-H, five MSS) fresh CRC specimen are included in the Abnormal dataset together with polyp cells extracted from DIS and VAL. Specimens were collected from diverse sex, racial, and age groups.",1
268,10.1016/j.cell.2021.11.031,1
269,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,1
270,2022-09-26T18:00:38.681116+00:00,1
271,2023-12-13T20:51:06.685944+00:00,1
272,b953c942-f5d8-434f-9da7-e726ba7c1481,1
273,https://cellxgene.cziscience.com/collections/b953c942-f5d8-434f-9da7-e726ba7c1481,1
274,7727e578-1805-47c8-be09-2f2fc376eefd,1
275,icobos@stanford.edu,1
276,Inma Cobos,1
277,2023-12-12T11:04:20.224591+00:00,1
