collection_id,dataset_id,development_stage,disease,organism,raw_data_location,cell_type
283d65eb-dd53-496d-adb7-7570c7caa443,fbf173f9-f809-4d84-9b65-ae205d35b523,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte precursor cell
283d65eb-dd53-496d-adb7-7570c7caa443,fbf173f9-f809-4d84-9b65-ae205d35b523,50-year-old human stage,normal,Homo sapiens,X,pericyte
283d65eb-dd53-496d-adb7-7570c7caa443,fbf173f9-f809-4d84-9b65-ae205d35b523,50-year-old human stage,normal,Homo sapiens,X,vascular associated smooth muscle cell
283d65eb-dd53-496d-adb7-7570c7caa443,fa554686-fc07-44dd-b2de-b726d82d26ec,29-year-old human stage,normal,Homo sapiens,X,astrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,fa554686-fc07-44dd-b2de-b726d82d26ec,42-year-old human stage,normal,Homo sapiens,X,central nervous system macrophage
283d65eb-dd53-496d-adb7-7570c7caa443,fa554686-fc07-44dd-b2de-b726d82d26ec,50-year-old human stage,normal,Homo sapiens,X,endothelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,fa554686-fc07-44dd-b2de-b726d82d26ec,50-year-old human stage,normal,Homo sapiens,X,fibroblast
283d65eb-dd53-496d-adb7-7570c7caa443,fa554686-fc07-44dd-b2de-b726d82d26ec,50-year-old human stage,normal,Homo sapiens,X,leukocyte
283d65eb-dd53-496d-adb7-7570c7caa443,fa554686-fc07-44dd-b2de-b726d82d26ec,50-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,fa554686-fc07-44dd-b2de-b726d82d26ec,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,fa554686-fc07-44dd-b2de-b726d82d26ec,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte precursor cell
283d65eb-dd53-496d-adb7-7570c7caa443,fa554686-fc07-44dd-b2de-b726d82d26ec,50-year-old human stage,normal,Homo sapiens,X,pericyte
283d65eb-dd53-496d-adb7-7570c7caa443,fa554686-fc07-44dd-b2de-b726d82d26ec,50-year-old human stage,normal,Homo sapiens,X,vascular associated smooth muscle cell
283d65eb-dd53-496d-adb7-7570c7caa443,f9034091-2e8f-4ac6-9874-e7b7eb566824,42-year-old human stage,normal,Homo sapiens,X,Bergmann glial cell
283d65eb-dd53-496d-adb7-7570c7caa443,f9034091-2e8f-4ac6-9874-e7b7eb566824,50-year-old human stage,normal,Homo sapiens,X,astrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f9034091-2e8f-4ac6-9874-e7b7eb566824,50-year-old human stage,normal,Homo sapiens,X,central nervous system macrophage
283d65eb-dd53-496d-adb7-7570c7caa443,f9034091-2e8f-4ac6-9874-e7b7eb566824,50-year-old human stage,normal,Homo sapiens,X,choroid plexus epithelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,f9034091-2e8f-4ac6-9874-e7b7eb566824,50-year-old human stage,normal,Homo sapiens,X,endothelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,f9034091-2e8f-4ac6-9874-e7b7eb566824,50-year-old human stage,normal,Homo sapiens,X,ependymal cell
283d65eb-dd53-496d-adb7-7570c7caa443,f9034091-2e8f-4ac6-9874-e7b7eb566824,50-year-old human stage,normal,Homo sapiens,X,fibroblast
283d65eb-dd53-496d-adb7-7570c7caa443,f9034091-2e8f-4ac6-9874-e7b7eb566824,50-year-old human stage,normal,Homo sapiens,X,leukocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f9034091-2e8f-4ac6-9874-e7b7eb566824,50-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,f9034091-2e8f-4ac6-9874-e7b7eb566824,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f9034091-2e8f-4ac6-9874-e7b7eb566824,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte precursor cell
283d65eb-dd53-496d-adb7-7570c7caa443,f9034091-2e8f-4ac6-9874-e7b7eb566824,50-year-old human stage,normal,Homo sapiens,X,pericyte
283d65eb-dd53-496d-adb7-7570c7caa443,f9034091-2e8f-4ac6-9874-e7b7eb566824,50-year-old human stage,normal,Homo sapiens,X,vascular associated smooth muscle cell
283d65eb-dd53-496d-adb7-7570c7caa443,f8dda921-5fb4-4c94-a654-c6fc346bfd6d,29-year-old human stage,normal,Homo sapiens,X,astrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f8dda921-5fb4-4c94-a654-c6fc346bfd6d,42-year-old human stage,normal,Homo sapiens,X,central nervous system macrophage
283d65eb-dd53-496d-adb7-7570c7caa443,f8dda921-5fb4-4c94-a654-c6fc346bfd6d,50-year-old human stage,normal,Homo sapiens,X,endothelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,f8dda921-5fb4-4c94-a654-c6fc346bfd6d,50-year-old human stage,normal,Homo sapiens,X,fibroblast
283d65eb-dd53-496d-adb7-7570c7caa443,f8dda921-5fb4-4c94-a654-c6fc346bfd6d,50-year-old human stage,normal,Homo sapiens,X,leukocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f8dda921-5fb4-4c94-a654-c6fc346bfd6d,50-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,f8dda921-5fb4-4c94-a654-c6fc346bfd6d,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f8dda921-5fb4-4c94-a654-c6fc346bfd6d,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte precursor cell
283d65eb-dd53-496d-adb7-7570c7caa443,f8dda921-5fb4-4c94-a654-c6fc346bfd6d,50-year-old human stage,normal,Homo sapiens,X,pericyte
283d65eb-dd53-496d-adb7-7570c7caa443,f8dda921-5fb4-4c94-a654-c6fc346bfd6d,50-year-old human stage,normal,Homo sapiens,X,vascular associated smooth muscle cell
283d65eb-dd53-496d-adb7-7570c7caa443,f7d003d4-40d5-4de8-858c-a9a8b48fcc67,29-year-old human stage,normal,Homo sapiens,X,astrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f7d003d4-40d5-4de8-858c-a9a8b48fcc67,42-year-old human stage,normal,Homo sapiens,X,
283d65eb-dd53-496d-adb7-7570c7caa443,f7d003d4-40d5-4de8-858c-a9a8b48fcc67,50-year-old human stage,normal,Homo sapiens,X,
283d65eb-dd53-496d-adb7-7570c7caa443,f7d003d4-40d5-4de8-858c-a9a8b48fcc67,60-year-old human stage,normal,Homo sapiens,X,
283d65eb-dd53-496d-adb7-7570c7caa443,f6d9f2ad-5ec7-4d53-b7f0-ceb0e7bcd181,42-year-old human stage,normal,Homo sapiens,X,astrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f6d9f2ad-5ec7-4d53-b7f0-ceb0e7bcd181,42-year-old human stage,normal,Homo sapiens,X,central nervous system macrophage
283d65eb-dd53-496d-adb7-7570c7caa443,f6d9f2ad-5ec7-4d53-b7f0-ceb0e7bcd181,42-year-old human stage,normal,Homo sapiens,X,endothelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,f6d9f2ad-5ec7-4d53-b7f0-ceb0e7bcd181,42-year-old human stage,normal,Homo sapiens,X,fibroblast
283d65eb-dd53-496d-adb7-7570c7caa443,f6d9f2ad-5ec7-4d53-b7f0-ceb0e7bcd181,42-year-old human stage,normal,Homo sapiens,X,leukocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f6d9f2ad-5ec7-4d53-b7f0-ceb0e7bcd181,42-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,f6d9f2ad-5ec7-4d53-b7f0-ceb0e7bcd181,42-year-old human stage,normal,Homo sapiens,X,oligodendrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f6d9f2ad-5ec7-4d53-b7f0-ceb0e7bcd181,42-year-old human stage,normal,Homo sapiens,X,oligodendrocyte precursor cell
283d65eb-dd53-496d-adb7-7570c7caa443,f6d9f2ad-5ec7-4d53-b7f0-ceb0e7bcd181,42-year-old human stage,normal,Homo sapiens,X,pericyte
283d65eb-dd53-496d-adb7-7570c7caa443,f6d9f2ad-5ec7-4d53-b7f0-ceb0e7bcd181,42-year-old human stage,normal,Homo sapiens,X,vascular associated smooth muscle cell
283d65eb-dd53-496d-adb7-7570c7caa443,f5a04dff-d394-4023-8811-65494e8bb11d,29-year-old human stage,normal,Homo sapiens,X,astrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f5a04dff-d394-4023-8811-65494e8bb11d,42-year-old human stage,normal,Homo sapiens,X,central nervous system macrophage
283d65eb-dd53-496d-adb7-7570c7caa443,f5a04dff-d394-4023-8811-65494e8bb11d,50-year-old human stage,normal,Homo sapiens,X,endothelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,f5a04dff-d394-4023-8811-65494e8bb11d,50-year-old human stage,normal,Homo sapiens,X,fibroblast
283d65eb-dd53-496d-adb7-7570c7caa443,f5a04dff-d394-4023-8811-65494e8bb11d,50-year-old human stage,normal,Homo sapiens,X,leukocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f5a04dff-d394-4023-8811-65494e8bb11d,50-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,f5a04dff-d394-4023-8811-65494e8bb11d,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f5a04dff-d394-4023-8811-65494e8bb11d,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte precursor cell
283d65eb-dd53-496d-adb7-7570c7caa443,f5a04dff-d394-4023-8811-65494e8bb11d,50-year-old human stage,normal,Homo sapiens,X,pericyte
283d65eb-dd53-496d-adb7-7570c7caa443,f5a04dff-d394-4023-8811-65494e8bb11d,50-year-old human stage,normal,Homo sapiens,X,vascular associated smooth muscle cell
283d65eb-dd53-496d-adb7-7570c7caa443,f502c312-05dc-4fd4-a762-92a63e92b539,29-year-old human stage,normal,Homo sapiens,X,astrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f502c312-05dc-4fd4-a762-92a63e92b539,42-year-old human stage,normal,Homo sapiens,X,central nervous system macrophage
283d65eb-dd53-496d-adb7-7570c7caa443,f502c312-05dc-4fd4-a762-92a63e92b539,50-year-old human stage,normal,Homo sapiens,X,endothelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,f502c312-05dc-4fd4-a762-92a63e92b539,50-year-old human stage,normal,Homo sapiens,X,fibroblast
283d65eb-dd53-496d-adb7-7570c7caa443,f502c312-05dc-4fd4-a762-92a63e92b539,50-year-old human stage,normal,Homo sapiens,X,leukocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f502c312-05dc-4fd4-a762-92a63e92b539,50-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,f502c312-05dc-4fd4-a762-92a63e92b539,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f502c312-05dc-4fd4-a762-92a63e92b539,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte precursor cell
283d65eb-dd53-496d-adb7-7570c7caa443,f502c312-05dc-4fd4-a762-92a63e92b539,50-year-old human stage,normal,Homo sapiens,X,pericyte
283d65eb-dd53-496d-adb7-7570c7caa443,f502c312-05dc-4fd4-a762-92a63e92b539,50-year-old human stage,normal,Homo sapiens,X,vascular associated smooth muscle cell
283d65eb-dd53-496d-adb7-7570c7caa443,f3565fda-499a-4d20-bd92-563c09954c42,29-year-old human stage,normal,Homo sapiens,X,Bergmann glial cell
283d65eb-dd53-496d-adb7-7570c7caa443,f3565fda-499a-4d20-bd92-563c09954c42,42-year-old human stage,normal,Homo sapiens,X,astrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f3565fda-499a-4d20-bd92-563c09954c42,50-year-old human stage,normal,Homo sapiens,X,central nervous system macrophage
283d65eb-dd53-496d-adb7-7570c7caa443,f3565fda-499a-4d20-bd92-563c09954c42,50-year-old human stage,normal,Homo sapiens,X,endothelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,f3565fda-499a-4d20-bd92-563c09954c42,50-year-old human stage,normal,Homo sapiens,X,ependymal cell
283d65eb-dd53-496d-adb7-7570c7caa443,f3565fda-499a-4d20-bd92-563c09954c42,50-year-old human stage,normal,Homo sapiens,X,fibroblast
283d65eb-dd53-496d-adb7-7570c7caa443,f3565fda-499a-4d20-bd92-563c09954c42,50-year-old human stage,normal,Homo sapiens,X,leukocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f3565fda-499a-4d20-bd92-563c09954c42,50-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,f3565fda-499a-4d20-bd92-563c09954c42,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f3565fda-499a-4d20-bd92-563c09954c42,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte precursor cell
283d65eb-dd53-496d-adb7-7570c7caa443,f3565fda-499a-4d20-bd92-563c09954c42,50-year-old human stage,normal,Homo sapiens,X,pericyte
283d65eb-dd53-496d-adb7-7570c7caa443,f3565fda-499a-4d20-bd92-563c09954c42,50-year-old human stage,normal,Homo sapiens,X,vascular associated smooth muscle cell
283d65eb-dd53-496d-adb7-7570c7caa443,f32c2c13-bb1a-4ffd-a457-60b64ecfa4cb,29-year-old human stage,normal,Homo sapiens,X,astrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f32c2c13-bb1a-4ffd-a457-60b64ecfa4cb,42-year-old human stage,normal,Homo sapiens,X,central nervous system macrophage
283d65eb-dd53-496d-adb7-7570c7caa443,f32c2c13-bb1a-4ffd-a457-60b64ecfa4cb,50-year-old human stage,normal,Homo sapiens,X,choroid plexus epithelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,f32c2c13-bb1a-4ffd-a457-60b64ecfa4cb,60-year-old human stage,normal,Homo sapiens,X,endothelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,f32c2c13-bb1a-4ffd-a457-60b64ecfa4cb,60-year-old human stage,normal,Homo sapiens,X,fibroblast
283d65eb-dd53-496d-adb7-7570c7caa443,f32c2c13-bb1a-4ffd-a457-60b64ecfa4cb,60-year-old human stage,normal,Homo sapiens,X,leukocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f32c2c13-bb1a-4ffd-a457-60b64ecfa4cb,60-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,f32c2c13-bb1a-4ffd-a457-60b64ecfa4cb,60-year-old human stage,normal,Homo sapiens,X,oligodendrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f32c2c13-bb1a-4ffd-a457-60b64ecfa4cb,60-year-old human stage,normal,Homo sapiens,X,oligodendrocyte precursor cell
283d65eb-dd53-496d-adb7-7570c7caa443,f32c2c13-bb1a-4ffd-a457-60b64ecfa4cb,60-year-old human stage,normal,Homo sapiens,X,pericyte
283d65eb-dd53-496d-adb7-7570c7caa443,f32c2c13-bb1a-4ffd-a457-60b64ecfa4cb,60-year-old human stage,normal,Homo sapiens,X,vascular associated smooth muscle cell
283d65eb-dd53-496d-adb7-7570c7caa443,f20f44ef-a0d4-4d94-87de-037fd47141f0,42-year-old human stage,normal,Homo sapiens,X,astrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f20f44ef-a0d4-4d94-87de-037fd47141f0,42-year-old human stage,normal,Homo sapiens,X,central nervous system macrophage
283d65eb-dd53-496d-adb7-7570c7caa443,f20f44ef-a0d4-4d94-87de-037fd47141f0,42-year-old human stage,normal,Homo sapiens,X,choroid plexus epithelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,f20f44ef-a0d4-4d94-87de-037fd47141f0,42-year-old human stage,normal,Homo sapiens,X,endothelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,f20f44ef-a0d4-4d94-87de-037fd47141f0,42-year-old human stage,normal,Homo sapiens,X,ependymal cell
283d65eb-dd53-496d-adb7-7570c7caa443,f20f44ef-a0d4-4d94-87de-037fd47141f0,42-year-old human stage,normal,Homo sapiens,X,fibroblast
283d65eb-dd53-496d-adb7-7570c7caa443,f20f44ef-a0d4-4d94-87de-037fd47141f0,42-year-old human stage,normal,Homo sapiens,X,leukocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f20f44ef-a0d4-4d94-87de-037fd47141f0,42-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,f20f44ef-a0d4-4d94-87de-037fd47141f0,42-year-old human stage,normal,Homo sapiens,X,oligodendrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f20f44ef-a0d4-4d94-87de-037fd47141f0,42-year-old human stage,normal,Homo sapiens,X,oligodendrocyte precursor cell
283d65eb-dd53-496d-adb7-7570c7caa443,f20f44ef-a0d4-4d94-87de-037fd47141f0,42-year-old human stage,normal,Homo sapiens,X,pericyte
283d65eb-dd53-496d-adb7-7570c7caa443,f16f4108-7873-4035-9989-3748da1a7ff1,29-year-old human stage,normal,Homo sapiens,X,oligodendrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,f16f4108-7873-4035-9989-3748da1a7ff1,42-year-old human stage,normal,Homo sapiens,X,
283d65eb-dd53-496d-adb7-7570c7caa443,f16f4108-7873-4035-9989-3748da1a7ff1,50-year-old human stage,normal,Homo sapiens,X,
283d65eb-dd53-496d-adb7-7570c7caa443,f16f4108-7873-4035-9989-3748da1a7ff1,60-year-old human stage,normal,Homo sapiens,X,
283d65eb-dd53-496d-adb7-7570c7caa443,ed33c203-233a-476a-a56b-28da945fdd32,29-year-old human stage,normal,Homo sapiens,X,astrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,ed33c203-233a-476a-a56b-28da945fdd32,42-year-old human stage,normal,Homo sapiens,X,central nervous system macrophage
283d65eb-dd53-496d-adb7-7570c7caa443,ed33c203-233a-476a-a56b-28da945fdd32,50-year-old human stage,normal,Homo sapiens,X,endothelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,ed33c203-233a-476a-a56b-28da945fdd32,50-year-old human stage,normal,Homo sapiens,X,fibroblast
283d65eb-dd53-496d-adb7-7570c7caa443,ed33c203-233a-476a-a56b-28da945fdd32,50-year-old human stage,normal,Homo sapiens,X,leukocyte
283d65eb-dd53-496d-adb7-7570c7caa443,ed33c203-233a-476a-a56b-28da945fdd32,50-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,ed33c203-233a-476a-a56b-28da945fdd32,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,ed33c203-233a-476a-a56b-28da945fdd32,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte precursor cell
283d65eb-dd53-496d-adb7-7570c7caa443,ed33c203-233a-476a-a56b-28da945fdd32,50-year-old human stage,normal,Homo sapiens,X,pericyte
283d65eb-dd53-496d-adb7-7570c7caa443,ed33c203-233a-476a-a56b-28da945fdd32,50-year-old human stage,normal,Homo sapiens,X,vascular associated smooth muscle cell
283d65eb-dd53-496d-adb7-7570c7caa443,ed11cc3e-2947-407c-883c-c53b043917c3,50-year-old human stage,normal,Homo sapiens,X,astrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,ed11cc3e-2947-407c-883c-c53b043917c3,50-year-old human stage,normal,Homo sapiens,X,central nervous system macrophage
283d65eb-dd53-496d-adb7-7570c7caa443,ed11cc3e-2947-407c-883c-c53b043917c3,50-year-old human stage,normal,Homo sapiens,X,endothelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,ed11cc3e-2947-407c-883c-c53b043917c3,50-year-old human stage,normal,Homo sapiens,X,ependymal cell
283d65eb-dd53-496d-adb7-7570c7caa443,ed11cc3e-2947-407c-883c-c53b043917c3,50-year-old human stage,normal,Homo sapiens,X,fibroblast
283d65eb-dd53-496d-adb7-7570c7caa443,ed11cc3e-2947-407c-883c-c53b043917c3,50-year-old human stage,normal,Homo sapiens,X,leukocyte
283d65eb-dd53-496d-adb7-7570c7caa443,ed11cc3e-2947-407c-883c-c53b043917c3,50-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,ed11cc3e-2947-407c-883c-c53b043917c3,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,ed11cc3e-2947-407c-883c-c53b043917c3,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte precursor cell
283d65eb-dd53-496d-adb7-7570c7caa443,ed11cc3e-2947-407c-883c-c53b043917c3,50-year-old human stage,normal,Homo sapiens,X,pericyte
283d65eb-dd53-496d-adb7-7570c7caa443,ed11cc3e-2947-407c-883c-c53b043917c3,50-year-old human stage,normal,Homo sapiens,X,vascular associated smooth muscle cell
283d65eb-dd53-496d-adb7-7570c7caa443,ecd9230d-c571-4dab-abd3-8b54c74833f0,29-year-old human stage,normal,Homo sapiens,X,Bergmann glial cell
283d65eb-dd53-496d-adb7-7570c7caa443,ecd9230d-c571-4dab-abd3-8b54c74833f0,42-year-old human stage,normal,Homo sapiens,X,astrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,ecd9230d-c571-4dab-abd3-8b54c74833f0,50-year-old human stage,normal,Homo sapiens,X,central nervous system macrophage
283d65eb-dd53-496d-adb7-7570c7caa443,ecd9230d-c571-4dab-abd3-8b54c74833f0,50-year-old human stage,normal,Homo sapiens,X,choroid plexus epithelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,ecd9230d-c571-4dab-abd3-8b54c74833f0,50-year-old human stage,normal,Homo sapiens,X,endothelial cell
283d65eb-dd53-496d-adb7-7570c7caa443,ecd9230d-c571-4dab-abd3-8b54c74833f0,50-year-old human stage,normal,Homo sapiens,X,ependymal cell
283d65eb-dd53-496d-adb7-7570c7caa443,ecd9230d-c571-4dab-abd3-8b54c74833f0,50-year-old human stage,normal,Homo sapiens,X,fibroblast
283d65eb-dd53-496d-adb7-7570c7caa443,ecd9230d-c571-4dab-abd3-8b54c74833f0,50-year-old human stage,normal,Homo sapiens,X,leukocyte
283d65eb-dd53-496d-adb7-7570c7caa443,ecd9230d-c571-4dab-abd3-8b54c74833f0,50-year-old human stage,normal,Homo sapiens,X,neuron
283d65eb-dd53-496d-adb7-7570c7caa443,ecd9230d-c571-4dab-abd3-8b54c74833f0,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte
283d65eb-dd53-496d-adb7-7570c7caa443,ecd9230d-c571-4dab-abd3-8b54c74833f0,50-year-old human stage,normal,Homo sapiens,X,oligodendrocyte precursor cell
283d65eb-dd53-496d-adb7-7570c7caa443,ecd9230d-c571-4dab-abd3-8b54c74833f0,50-year-old human stage,normal,Homo sapiens,X,pericyte
